factor_no,factor_id,factor_name,category,protocol_role,usage_type,economic_meaning,formula,expected_direction,data_source,implementation_status,unavailable_reason,binary,available,development_coverage,development_missing_rate,development_unique_values,development_observations,development_instruments,event_feature,raw_available_date,ml_inclusion_rule,factor_name_metric,category_metric,protocol_role_metric,usage_type_metric,economic_meaning_metric,expected_direction_metric,orientation,coverage,ic_observations,ic_mean,rank_ic,ic_std,ic_ir,rank_ic_std,rank_ic_ir,rank_ic_hit_rate,p_ic_gt_002,p_ic_lt_neg002,rank_ic_t_stat,rank_ic_p_value,factor_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,turnover,t_stat,p_value,annual_return_0bps,sharpe_0bps,annual_return_3bps,sharpe_3bps,annual_return_5bps,sharpe_5bps,annual_return_10bps,sharpe_10bps,monotonicity,group_return_spread,rank_ic_fdr_q,portfolio_fdr_q,screening_class,enters_ml,ml_inclusion_note,positive_year_rate,yearly_rank_ic_std,delayed_1d_rank_ic,feature_name,correlation_cluster,cluster_representative,max_abs_feature_correlation,evaluated_products,positive_product_rate,median_product_rank_ic,evaluated_sectors,positive_sector_rate,median_sector_rank_ic
45,term_structure_momentum,期限结构动量,term_structure,core,predictor,整条期限结构斜率的二十日变化,slope_t-slope_t-20,positive,完整曲线斜率历史,computed,,False,True,0.7337126881477507,0.2662873118522493,51963,51963,30,False,2015-02-02,pre_registered_and_data_quality_pass,期限结构动量,term_structure,core,predictor,整条期限结构斜率的二十日变化,positive,1.0,0.8929083591617708,1450,0.0162404356341166,0.0137088277679188,0.2933859474210255,0.0553551926289459,0.2568279145891491,0.0533774834789628,0.5393103448275862,0.5013793103448276,0.4413793103448276,1.1448858014316927,0.2524455354580555,0.0086775199868089,0.0015027154297513,0.1066435212579222,0.0673014619322842,-0.2795221746633283,0.0053760150927606,0.8476436781609196,0.1541883605043948,0.8775688370977104,0.0231193155815929,0.2675233030478288,0.0100952355685934,0.147405874302797,0.0015027154297513,0.0673014619322842,-0.0196671485089617,-0.1330230279917635,0.4999999999999999,0.0006675156614289,0.5708815029863936,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.0183181325217238,0.0095475638848546,term_structure_momentum__csz,55.0,term_structure_momentum__csz,0.6486274856995559,30,0.7,0.0228200906275563,4,0.75,0.0285874292919009
46,term_structure_acceleration,期限结构加速度,term_structure,core,predictor,整条期限结构二十日变化的再二十日变化,delta20_slope_t-delta20_slope_t-20,mixed,完整曲线斜率历史,computed,,False,True,0.6765270678602694,0.3234729321397306,47913,47913,30,False,2015-03-09,pre_registered_and_data_quality_pass,期限结构加速度,term_structure,core,predictor,整条期限结构二十日变化的再二十日变化,mixed,1.0,0.8666558726927881,1450,0.0130420874268837,0.0141838869627776,0.2865630911918986,0.0455120977814622,0.2543591015450006,0.0557632373939968,0.5255172413793103,0.4924137931034483,0.4517241379310345,1.2368047993494784,0.2163599756779611,-0.1691072380344499,-0.0316831891689359,0.1033436079668202,-0.2597904293472902,-0.3101908358243959,-0.1021409581128707,0.9879885057471264,-0.6165635243281445,0.5380080337122548,-0.007259015876832,-0.0188732170526128,-0.021984874228912,-0.163427553072647,-0.0316831891689359,-0.2597904293472902,-0.0555192970266744,-0.5006340706207245,0.3,0.0003028622847728,0.5529199378436784,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.024465658184207,0.0100748092082218,term_structure_acceleration__csz,57.0,term_structure_acceleration__csz,0.6486274856995559,30,0.5666666666666667,0.0256268350524366,4,0.5,0.0050898097419229
47,basis_surprise,基差意外,basis_spot,extension,predictor,基差相对历史条件预期的标准化意外,innovation_z(basis; prior_60),positive,新鲜现货价格、观察日、主力收盘价,computed,,False,True,0.7956990765581317,0.2043009234418683,56353,56353,27,True,2015-02-03,pre_registered_and_data_quality_pass,基差意外,basis_spot,extension,predictor,基差相对历史条件预期的标准化意外,positive,1.0,0.7451080168385993,1205,0.0074894335984061,0.0078220652386832,0.2398554205297032,0.0312247835878224,0.2365484525201801,0.0330674969772458,0.5062240663900415,0.4622406639004149,0.4755186721991701,0.711181678181848,0.4771094126403404,-0.1477869442053954,-0.0328905284132464,0.0829780274400917,-0.3616706822283675,-0.1864439834158457,-0.1764097066081625,1.0348547717842325,-0.7567438064767005,0.4499455904607679,-0.0073273981349919,-0.0473800274819256,-0.0227435093548015,-0.2359426169711073,-0.0328905284132464,-0.3616706822283675,-0.0578092436891154,-0.6759812442166381,0.3,0.0008502014994584,0.6650616054986563,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.5,0.0378382003639532,0.0077745805109924,basis_surprise__csz,59.0,basis_surprise__csz,0.6349277164701939,27,0.6296296296296297,0.0318953459777328,3,0.6666666666666666,0.0054500826259862
48,inventory_acceleration,库存加速度,inventory_fundamental,extension,predictor,去库存速度的二阶变化,-(delta_5_inventory_t-delta_5_inventory_t-5),positive,库存、观察日与数据年龄,computed,,False,True,0.3378328767896981,0.6621671232103019,3422,23926,10,False,2015-01-26,pre_registered_and_data_quality_pass,库存加速度,inventory_fundamental,extension,predictor,去库存速度的二阶变化,positive,1.0,0.3328861544155063,1441,0.0192442971359432,0.0315780468116137,0.3212911441833708,0.0598967555886318,0.3311491059473517,0.0953589976372584,0.5399028452463567,0.494795281054823,0.4600971547536433,2.3949806129579176,0.0167483722015368,0.2763461922544383,0.0433177406912919,0.112785094173379,0.4331140785495914,-0.1799742138566651,0.2406885951216932,1.593103448275862,1.2280166891552529,0.2204398994103731,0.0860336517828364,0.7905899779709812,0.0602030785197982,0.5759519682035453,0.0433177406912919,0.4331140785495914,0.0022474293153309,0.0769983152667943,0.8999999999999998,0.0040539051518892,0.1926062803176736,0.9483661619600654,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.029166611563334,0.0220330197239999,inventory_acceleration__csz,60.0,inventory_acceleration__csz,0.4045391931627968,8,0.5,0.013973512645828,1,1.0,0.0224586720108168
49,inventory_price_divergence,库存—价格背离,information_news,extension,predictor,库存趋紧相对同期价格变化的未反映部分,z(-delta_inventory)-z(return_20),positive,库存与实际主力合约收益,computed,,False,True,0.3349524159159583,0.6650475840840417,23507,23722,10,False,2015-02-02,pre_registered_and_data_quality_pass,库存—价格背离,information_news,extension,predictor,库存趋紧相对同期价格变化的未反映部分,positive,1.0,0.3335800527362724,1444,0.0212073689509198,0.0314788107275836,0.3081507217822116,0.0688214157937568,0.3357041894080952,0.0937694902857372,0.5325484764542936,0.4896121883656509,0.4556786703601108,2.169425892715691,0.0302131540593801,0.3029766390635804,0.0470687387824244,0.0951898338263687,0.5308165285363954,-0.126359394502004,0.3724989263198625,1.15,1.2316200232123975,0.2190922810033297,0.0778347837270601,0.8363538065286572,0.0592708683753262,0.6529632498220465,0.0470687387824244,0.5308165285363954,0.0171606828042978,0.2259972394238413,0.7999999999999999,0.0032702355455339,0.2316341811219146,0.9483661619600654,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.0478658589251027,0.0258852405491405,inventory_price_divergence__csz,22.0,inventory_change_5__csz,0.9288627433537844,10,0.9,0.0571749511861243,1,1.0,0.0288955494091404
50,supply_demand_shock,供需冲击因子,information_news,extension,predictor,需求正向新息减去供给正向新息,sum(demand_surprise)-sum(supply_surprise),positive,产量、需求、进口等实际与预期数据,unavailable,data_final_raw没有供给与需求多源实际值及预期字段,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,供需冲击因子,information_news,extension,predictor,需求正向新息减去供给正向新息,positive,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
51,crowding,拥挤度因子,trading_liquidity,core,risk,主要参与者持仓份额集中度,HHI(member_position_share),negative,会员或参与者分项持仓,unavailable,data_final_raw没有会员或参与者分项持仓,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,拥挤度因子,trading_liquidity,core,risk,主要参与者持仓份额集中度,negative,-1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
52,oi_surprise_60,持仓意外因子,trading_liquidity,core,conditional,持仓变化相对历史条件预期的异常,zscore(delta_log_OI; prior_60),mixed,主力持仓量,computed,,False,True,0.9855835757250572,0.0144164242749428,69533,69801,30,False,2015-02-03,pre_registered_and_data_quality_pass,持仓意外因子,trading_liquidity,core,conditional,持仓变化相对历史条件预期的异常,mixed,1.0,0.9995142711754638,1450,0.0006869953252616,0.0006349958506269,0.2070379863456591,0.003318209075482,0.2157837474864905,0.002942741786736,0.4917241379310345,0.4531034482758621,0.4675862068965517,0.0942673381512936,0.924909827829708,-0.0610174509399968,-0.0108820900085133,0.0773056315269987,-0.1029972960690465,-0.2014721245419689,-0.0540128815996403,1.5319540229885058,-0.2384675170642827,0.8116875062693258,0.0280450468774948,0.3963710538038572,0.0045123391590342,0.0967563562313957,-0.0108820900085133,-0.1029972960690465,-0.0483640875836302,-0.60233389730755,0.3,0.0011259521291543,0.945463379559257,0.9483661619600654,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0114150118049887,0.0039560419850894,oi_surprise_60__csz,61.0,oi_surprise_60__csz,0.2226888485704146,30,0.4333333333333333,-0.0066789620835714,4,0.25,-0.0108137176077206
53,volume_price_divergence_20,量价背离因子,trading_liquidity,core,predictor,价格趋势与成交量变化不一致程度,z(return_20)-z(delta_log_volume_20),mixed,实际主力合约收益、成交量,computed,,False,True,0.9763915167603288,0.0236084832396712,69069,69150,30,False,2015-02-02,pre_registered_and_data_quality_pass,量价背离因子,trading_liquidity,core,predictor,价格趋势与成交量变化不一致程度,mixed,1.0,0.9995142711754638,1450,-0.0162929933961306,-0.0085733740353365,0.278600467103222,-0.058481572430724,0.2547524320745613,-0.033653747544311,0.48,0.46,0.4827586206896552,-0.7722464349208807,0.4400944169811999,-0.2696837217282152,-0.0531544339287802,0.0915645697196136,-0.5503136234814194,-0.3443253075811378,-0.1543727189331118,1.0993103448275865,-1.3861500385723713,0.1667696253095805,-0.0265282388858562,-0.2479235873130907,-0.0425906182328064,-0.4294095692331622,-0.0531544339287802,-0.5503136234814194,-0.0790673109527936,-0.8522228495332879,-0.8999999999999998,-0.0010430828180785,0.6420691664945198,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.019081000921756,-0.0072317950303707,volume_price_divergence_20__csz,62.0,volume_price_divergence_20__csz,0.4265381348400537,30,0.4666666666666667,-0.0113543998815714,4,0.75,0.0088901455228641
54,momentum_carry_interaction,因子交互因子,factor_interaction,extension,predictor,动量和Carry同时确认的非加性信息,z(tsmom_60)*z(carry),positive,动量与期限结构,computed,,False,True,0.9498884527406738,0.0501115472593262,65767,67273,30,False,2015-04-07,pre_registered_and_data_quality_pass,因子交互因子,factor_interaction,extension,predictor,动量和Carry同时确认的非加性信息,positive,1.0,0.9978720451496508,1450,0.0181605847141966,0.010108441237035,0.2687304001499345,0.0675791972328556,0.2176919827675413,0.046434605025529,0.4986206896551724,0.4813793103448275,0.4475862068965517,0.976332041117655,0.3290629129792018,0.0104284582810778,0.0018046354800909,0.080113259925076,0.0624037309341898,-0.1276609767499229,0.0141361559815262,0.7148275862068965,0.1561234823084439,0.8760446886023752,0.0200143915114963,0.2873800704446703,0.0090500897590166,0.1523735829277104,0.0018046354800909,0.0624037309341898,-0.0160872752474994,-0.1623553801108065,0.6,0.0008321255852406,0.6420691664945198,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0262918095548411,0.0097562529630787,,,,,30,0.4333333333333333,-0.006618901723809,4,0.5,0.0037294369915097
55,nonlinear_tightness,非线性基本面因子,factor_interaction,extension,predictor,极端供需紧张状态的平方增强,sign(tightness_z)*abs(tightness_z)^2,positive,供需紧张度,computed,,False,True,0.7056140747225439,0.2943859252774561,47926,49973,28,False,2016-01-12,pre_registered_and_data_quality_pass,非线性基本面因子,factor_interaction,extension,predictor,极端供需紧张状态的平方增强,positive,1.0,0.7826016561039922,1381,0.0026362560281593,0.0184196434437092,0.3016175972440427,0.0087403919805988,0.2721215854208429,0.0676890200210422,0.5257060101375814,0.4844315713251267,0.4670528602461984,1.4620903076436704,0.1439441428085645,0.0015967748545404,0.0002851940955599,0.0872221908891101,0.0468415678803294,-0.1757345210655705,0.0016228689379335,0.5132978723404256,0.1167610062884882,0.9071328505704974,0.0133142261402101,0.1953279934001544,0.005477133542771,0.1062042962984589,0.0002851940955599,0.0468415678803294,-0.0125808255330123,-0.101346258685473,1.0,0.0008710312104878,0.4591821292058093,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0416802644139303,0.0174852197510169,,,,,28,0.7142857142857143,0.0227630739867868,3,0.6666666666666666,0.0238578074464715
56,commodity_network_factor,商品网络因子,industry_chain,extension,predictor,按产业链和替代关系聚合邻居冲击,sum(w_ij*z(signal_j)),mixed,经确认的商品网络邻接与权重,unavailable,未提供经确认的商品网络邻接表与权重,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,商品网络因子,industry_chain,extension,predictor,按产业链和替代关系聚合邻居冲击,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
57,correlation_risk_20_120,相关性风险因子,volatility_risk,extension,risk,品种与商品市场短期相关性相对长期基准的上升,"corr_20(r_i,r_market)-corr_120(r_i,r_market)",negative,实际主力合约收益、商品市场收益,computed,,False,True,0.9319138120922876,0.0680861879077122,66000,66000,30,False,2015-07-02,pre_registered_and_data_quality_pass,相关性风险因子,volatility_risk,extension,risk,品种与商品市场短期相关性相对长期基准的上升,negative,-1.0,0.9972244067169358,1450,-0.0288214469710484,-0.0307325681704673,0.2373588535155166,-0.1214256242991344,0.2459571262218519,-0.1249509158061425,0.44,0.4158620689655172,0.523448275862069,-2.6642132039939304,0.0078024670221368,-0.409545201110611,-0.0874980127232094,0.0869217199917073,-1.0091115267876871,-0.4396830714246132,-0.1990024597483544,0.8006896551724138,-2.6065312540884276,0.0096208175296036,-0.0688582858824724,-0.7779796394120196,-0.0800862977212997,-0.916746795840052,-0.0874980127232094,-1.0091115267876871,-0.1057729023992297,-1.2394628777682906,-0.8999999999999998,-0.0027359037229902,0.1926062803176736,0.4425576063617697,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.0,0.0137451939397487,-0.0267745186217578,correlation_risk_20_120__csz,65.0,correlation_risk_20_120__csz,0.1154296172603386,30,0.4,-0.0084161693781137,4,0.25,-0.0183912647545441
